,id,FIO1,FIO2
820,161659,Панкина Алла Ярославовна,Симашко Илья Павлович
821,161677,Сушина Карина Ринатовна,Кикина Эльвира Геннадьевна
822,161945,Хлопотин Глеб Егорович,Перельман Руслан Кириллович
823,162749,Сенникова Лариса Вадимовна,Костромской Вячеслав Тимофеевич
824,162792,Альбовская Валерия Борисовна,Терлеева Яна Радиковна
825,162845,Нижинская Алина Тимуровна,Коряковцева Светлана Даниловна
826,162936,Аксянов Радик Данилович,Арский Тимур Ринатович
827,163072,Хондажевский Борис Маратович,Желдакова Елизавета Денисовна
828,163302,Надеждинский Григорий Валерьевич,Салтычева Евгения Борисовна
829,163622,Семченок Артур Тимурович,Бурихин Владислав Владимирович
830,163668,Пироженко Геннадий Валентинович,Акимжанов Эдуард Петрович
831,163694,Барлыбаев Алексей Артемович,Боярышников Ян Русланович
832,163764,Аминев Артем Дамирович,Крикалев Марсель Игоревич
833,164189,Бубенец Леонид Сергеевич,Аскоченская Светлана Вадимовна
834,164571,Жаданов Юрий Михаилович,Кобенков Станислав Сергеевич
835,164764,Умникова Анастасия Витальевна,Херсонский Василий Геннадьевич
836,165122,Туриянский Геннадий Юрьевич,Поваляев Михаил Олегович
837,165482,Кобылкин Тимур Глебович,Кагадеева Кристина Андреевна
838,165655,Телешенко Алина Михаиловна,Аверченко Марат Никитович
839,165692,Аюкова Алиса Геннадьевна,Передельский Ярослав Глебович
840,165833,Амфитеатрова Маргарита Игоревна,Азымов Ильдар Вадимович
841,166098,Тимонаева Эльвира Германовна,Раев Максим Яковлев
842,166264,Душин Григорий Владиславович,Балановская Анжелика Даниловна
843,166662,Брянчининова Маргарита Константиновна,Солоухин Ефим Аркадьевич
844,166718,Тулина Марина Николаевна,Аверков Антон Георгиевич
845,166960,Оверчук Екатерина Алексеевна,Потоцкий Федор Никитович
846,167159,Стэфанова Дарья Альбертовна,Моликова Анна Евгеньевна
847,167388,Кифишина Алена Дамировна,Крохалева Элина Яковлевна
848,168236,Домнина Надежда Дмитриевна,Бутенева Тамара Даниловна
849,168421,Вернов Тимур Филиппович,Байбуз Никита Германович
850,168518,Брацлавская Ксения Ильинична,Ванюшечкин Алексей Валентинович
851,168598,Качев Ярослав Артурович,Челнокова Дарья Германовна
852,168612,Тесленко Лариса Ильдаровна,Афинская Вероника Артуровна
853,168694,Миних Виктор Артемович,Шарагина Виктория Тимофеевна
854,168920,Атамкулов Вячеслав Сергеевич,Мазурева Кристина Вячеславовна
855,169041,Гиндина Элина Валентиновна,Вилесова Диана Сергеевна
856,169568,Шелавина Галина Егоровна,Рыбанова Алиса Ярославовна
857,169717,Ладейщиков Виталий Сергеевич,Волнухин Рамиль Германович
858,170310,Пивень Виктор Иванович,Нижегородов Станислав Игоревич
859,170462,Горянский Дмитрий Германович,Тягин Филипп Дмитриевич
860,170823,Базарный Игорь Артурович,Баглаева Лилия Петровна
861,170946,Ларьков Радик Кириллович,Селитринникова Олеся Германовна
862,170985,Комяхов Ефим Егорович,Базовский Олег Филиппович
863,171300,Евтехова Анна Робертовна,Белозорова Карина Артемовна
864,171455,Смышляева Марина Робертовна,Илюхова Ольга Ярославовна
865,171512,Климычева Алиса Михаиловна,Клокачева Наталья Витальевна
866,171900,Ростовская Антонина Игоревна,Кобринский Александр Евгеньевич
867,172012,Кривов Евгений Дамирович,Дутова Тамара Тимуровна
868,172023,Телятева Валентина Викторовна,Бакунович Максим Анатольевич
869,172291,Ильницкая Анжелика Никитовна,Колюбакин Виталий Валентинович
870,172313,Щиглева Вероника Юрьевна,Антоничев Ефим Сергеевич
871,172455,Кониский Тимур Константинович,Перышкин Ильдар Станиславович
872,172542,Рузляев Данил Вадимович,Кондаков Радик Аркадьевич
873,172722,Веремейчик Екатерина Дамировна,Ламин Данил Данилович
874,172843,Мусабаева Элина Маратовна,Киричев Яков Игоревич
875,173174,Корчмин Рамиль Геннадьевич,Квашнин Илья Дмитриевич
876,173428,Сечко Эльмира Артуровна,Курицын Тимофей Ефимович
877,173430,Догоног Ярослав Ярославович,Колесниченко Альберт Павлович
878,173603,Чуешова Анастасия Витальевна,Ивашинников Борис Тимурович
879,173641,Зибарева Полина Дмитриевна,Качков Аркадий Эдуардович
880,173973,Медведева Дарья Алексеевна,Глазков Артур Петрович
881,174042,Бритнер Дмитрий Артурович,Бабьев Иван Ринатович
882,174130,Бахарев Герман Янович,Золотарева Кира Сергеевна
883,174338,Жумагалиев Степан Петрович,Симуков Вячеслав Михаилович
884,174686,Ахромеева Алина Ивановна,Абаренов Ильдар Робертович
885,174777,Рекеев Данил Робертович,Чеботарев Дамир Олегович
886,174960,Косицын Руслан Яковлев,Архипов Федор Яковлев
887,174985,Мясина Евгения Павловна,Еренков Александр Кириллович
888,175269,Бальбуциновский Никита Максимович,Валетова Карина Максимовна
889,175386,Досмухамбетова Алиса Леонидовна,Копосова Гульнара Борисовна
890,175579,Дамитова Карина Глебовна,Голосов Иван Яковлев
891,175583,Кульманова Альбина Викторовна,Галигузов Георгий Вячеславович
892,176202,Полукаров Антон Валентинович,Даллакян Валерий Марселевич
893,176563,Сегал Павел Валентинович,Бродин Михаил Ефимович
894,176753,Смышляев Ярослав Геннадьевич,Баконин Андрей Степанович
895,176779,Горина Светлана Альбертовна,Струева Валерия Рамилевна
896,176849,Налимов Марсель Тимурович,Худжамов Руслан Алексеевич
897,176909,Бородатов Георгий Евгеньевич,Арндт Алексей Михаилович
898,176934,Мокеенко Тамара Тимофеевна,Бахрушкина Тамара Максимовна
899,177407,Зелинский Геннадий Артурович,Зазорин Вадим Аркадьевич
900,177407,Бужанинов Руслан Артурович,Сороковой Герман Маратович
901,177916,Тимашук Карина Артуровна,Симонов Василий Анатольевич
902,178804,Варгина Галина Петровна,Аргунова Мария Руслановна
903,179444,Житникова Карина Владимировна,Садыкова Виктория Вадимовна
904,179476,Сакова Елизавета Дмитриевна,Шервинская Алла Ивановна
905,179600,Эсаулова Альбина Никитовна,Шевченко Игорь Кириллович
906,179919,Семкина Валерия Федоровна,Грифцова Мария Борисовна
907,180130,Бурняшев Тимур Глебович,Гайнанов Герман Денисович
908,180381,Лескина Алена Павловна,Чакина Лилия Артемовна
909,180392,Сайков Филипп Степанович,Благинина Марина Тимофеевна
910,180405,Самсонова Наталья Ивановна,Автамонова Анжелика Ильинична
911,180442,Ахромеева Алина Ивановна,Ковшов Глеб Германович
912,180494,Номоконов Алексей Станиславович,Роднянский Игорь Вячеславович
913,180547,Бутаева Альбина Антоновна,Макарев Данил Яковлев
914,180646,Бовсуновская Галина Алексеевна,Пшеничный Геннадий Григорьевич
915,181012,Внифатьева Римма Викторовна,Салынская Марина Аркадьевна
916,181239,Чайков Константин Аркадьевич,Безчастнов Борис Кириллович
917,181722,Кожарский Роберт Петрович,Яговкина Ольга Ярославовна
918,181741,Пистоль Геннадий Петрович,Шафиев Андрей Сергеевич
919,181811,Важова Любовь Ярославовна,Доскалиева Инна Антоновна
920,181822,Стефанова Любовь Марселевна,Гущин Олег Павлович
921,182073,Свищев Илья Никитович,Стэфанов Георгий Филиппович
922,182403,Шихобалова Анжелика Ильдаровна,Полуденщикова Любовь Ефимовна
923,182543,Окунев Владимир Рамилевич,Халидов Никита Янович
924,182714,Арифулина Ксения Германовна,Крестов Филипп Николаевич
925,182920,Калманова Лидия Артуровна,Тимошков Ярослав Алексеевич
926,183599,Менщиков Артем Витальевич,Осиповский Ринат Ярославович
927,183639,Будай Аркадий Эдуардович,Грабов Олег Николаевич
928,183738,Буева Раиса Михаиловна,Кислухин Игорь Русланович
929,183780,Панфильев Ефим Леонидович,Сакалова Ксения Юрьевна
930,183924,Касперович Елена Васильевна,Синцеров Евгений Альбертович
931,184003,Урядкин Андрей Кириллович,Воейков Григорий Вячеславович
932,184477,Близнюкова Дарья Глебовна,Вахлов Анатолий Николаевич
933,184635,Плескачевская Валентина Борисовна,Савенко Ксения Олеговна
934,185142,Пташкина Надежда Леонидовна,Тупик Тамара Александровна
935,185325,Белоколодов Эдуард Владиславович,Зонтикова Мария Ильинична
936,185610,Колотовкин Егор Геннадьевич,Асланбегов Григорий Романович
937,185846,Горохова Наталья Степановна,Мурагина Валерия Антоновна
938,186140,Сергевина Антонина Вячеславовна,Поротникова Инна Олеговна
939,186562,Мендикулов Николай Федорович,Скрипник Антон Максимович
940,186590,Тимановская Евгения Максимовна,Анахова Лилия Ильдаровна
941,186951,Щепочкина Алина Степановна,Ванютин Семен Данилович
942,186998,Безобразов Радик Евгеньевич,Разов Олег Ярославович
943,187312,Карпов Алексей Янович,Селевич Валерия Геннадьевна
944,187583,Васильевская Ирина Геннадьевна,Леванович Кира Филипповна
945,187719,Бузату Юрий Германович,Юнгеров Николай Григорьевич
946,187990,Трубецкой Станислав Петрович,Пятерня Виктория Тимофеевна
947,188294,Рыбинцев Василий Владиславович,Онисифорова Эльвира Павловна
948,188352,Лупачев Константин Ринатович,Туркевич Юлия Леонидовна
949,188386,Сташкова Елена Борисовна,Пивина Яна Марселевна
950,188703,Звездинская Инна Руслановна,Вохменцев Роберт Николаевич
951,188902,Халин Виталий Кириллович,Абациев Анатолий Георгиевич
952,188996,Бархатов Вадим Геннадьевич,Ерлыкалова Валентина Ярославовна
953,189208,Ялугина Галина Тимуровна,Кастрова Александра Егоровна
954,189211,Бендерский Олег Марселевич,Гилязов Александр Дамирович
955,189454,Колосницын Тимур Сергеевич,Щекалева Карина Юрьевна
956,189682,Сурайкин Глеб Рамилевич,Грулева Маргарита Артемовна
957,189721,Бердачук Филипп Егорович,Пятанова Гульнара Ефимовна
958,190084,Загорянский Юрий Николаевич,Витюк Радик Ярославович
959,190143,Семиошкина Алиса Владимировна,Рассадкин Леонид Федорович
960,190211,Рашкова Мария Викторовна,Василенко Инна Николаевна
961,190436,Гроздов Юрий Васильевич,Щипина Маргарита Анатольевна
962,190612,Долгова Лариса Владиславовна,Ворожцов Егор Андреевич
963,190910,Храмчихин Станислав Русланович,Остапушкина Татьяна Владиславовна
964,191042,Рыкунов Петр Егорович,Важеркина Лилия Вячеславовна
965,191230,Дасаева Эльмира Даниловна,Гурбатов Максим Радикович
966,191422,Аврамкова Мария Альбертовна,Евстегнеева Валентина Николаевна
967,191613,Кутявина Евгения Романовна,Чернявский Борис Тимофеевич
968,192029,Мартынюк Анатолий Денисович,Индюков Виталий Иванович
969,192363,Романива Алена Даниловна,Агишева Полина Витальевна
970,192529,Печерская Ксения Федоровна,Еленчук Сергей Станиславович
971,192800,Нарышкина Диана Яновна,Шмид Глеб Витальевич
972,192948,Седухина Юлия Тимуровна,Сухаренко Константин Филиппович
973,193064,Киняшева Татьяна Даниловна,Сабирзянова Анастасия Романовна
974,193301,Авдышева Анжелика Федоровна,Филимонихин Степан Егорович
975,193659,Аладьина Яна Аркадьевна,Гумиров Ефим Евгеньевич
976,193879,Роенко Владимир Филиппович,Демшин Виталий Ильич
977,194492,Пахульский Евгений Григорьевич,Каморин Ильдар Федорович
978,194516,Харчистов Степан Романович,Утевский Валентин Евгеньевич
979,194555,Крупчанская Олеся Петровна,Садртдинова Альбина Робертовна
980,194684,Коксанов Николай Юрьевич,Желтяков Владислав Петрович
981,194847,Анкин Дамир Вадимович,Папков Евгений Никитович
982,195156,Головщикова Анна Вадимовна,Мешкова Галина Андреевна
983,195206,Аврамова Александра Олеговна,Сосименко Маргарита Артуровна
984,195222,Недовесков Владимир Иванович,Подолян Владислав Денисович
985,195627,Мелюхин Герман Дмитриевич,Верлинский Филипп Станиславович
986,195665,Ульяшин Альберт Дмитриевич,Рогозовская Татьяна Глебовна
987,195685,Бескараваева Лидия Германовна,Евстратьев Григорий Глебович
988,196106,Тимяшев Ринат Ринатович,Жиров Леонид Тимофеевич
989,196243,Помыкалова Тамара Федоровна,Медведева Дарья Алексеевна
990,197219,Бабур Максим Тимофеевич,Кальченко Лариса Евгеньевна
991,197289,Чельцова Алена Сергеевна,Эйдемиллер Алина Павловна
992,197429,Сиверкова Маргарита Ивановна,Талин Марат Федорович
993,197480,Деев Марат Анатольевич,Бабенко Дамир Вадимович
994,197592,Теленкевич Валентина Маратовна,Латышев Ринат Иванович
995,197677,Московская Галина Егоровна,Благонравова Жанна Антоновна
996,197763,Яшкова Валерия Степановна,Курысева Антонина Максимовна
997,197990,Бабаев Константин Марселевич,Онорин Ян Русланович
998,198027,Демидович Артур Валерьевич,Сенина Екатерина Федоровна
999,198386,Сазикова Галина Аркадьевна,Артякова Диана Васильевна
1000,198453,Руссков Роберт Петрович,Коринфский Роман Робертович
1001,198665,Переплеткин Борис Эдуардович,Морской Федор Степанович
1002,198840,Жеденов Марсель Семенович,Дубиновский Георгий Николаевич
1003,199197,Жигулева Людмила Тимуровна,Шуман Степан Артемович
1004,199359,Завадникова Алена Николаевна,Симкина Галина Аркадьевна
1005,199648,Перко Ксения Андреевна,Ахрамович Станислав Евгеньевич
1006,199696,Ахромеева Алина Ивановна,Соловейчиков Олег Павлович
1007,199732,Неклюдова Алина Григорьевна,Рубик Лариса Антоновна
1008,200003,Абушкин Аркадий Яковлев,Осиповичева Олеся Рамилевна
1009,200043,Ромшина Лариса Юрьевна,Рябенко Дамир Робертович
1010,200105,Тасина Инна Леонидовна,Бородавко Игорь Васильевич
1011,200282,Панычев Глеб Алексеевич,Катульский Юрий Витальевич
1012,200909,Спичакова Ирина Ивановна,Горьков Эдуард Юрьевич
1013,201084,Чертов Василий Денисович,Демакина Эльмира Алексеевна
1014,201395,Мишуров Константин Петрович,Беленко Дамир Тимурович
1015,201644,Сепелева Полина Алексеевна,Лехов Игорь Артемович
1016,202063,Рябых Альберт Валентинович,Ленивцев Дамир Степанович
1017,202158,Байдер Андрей Петрович,Селюк Федор Сергеевич
1018,202489,Ташкова Виктория Олеговна,Балагушин Владимир Сергеевич
1019,202541,Безвенюк Илья Вадимович,Алешковский Валентин Борисович
1020,202605,Таланин Радик Андреевич,Московцев Альберт Радикович
1021,202720,Ильяшов Олег Николаевич,Гренадерская Эльмира Романовна
1022,202884,Амплеев Василий Петрович,Тычкина Лариса Германовна
1023,203088,Кривобок Антонина Никитовна,Алексашин Глеб Артемович
1024,203383,Лихоносов Роберт Павлович,Аскарова Ксения Ефимовна
1025,203655,Солодкая Гульнара Германовна,Акульшин Эдуард Егорович
1026,203748,Лавский Роман Тимурович,Маленкова Валерия Васильевна
1027,203811,Сороколетова Людмила Германовна,Овчинников Георгий Янович
1028,203878,Авдонюшкина Ольга Кирилловна,Лепихов Георгий Вадимович
1029,204611,Апекишева Кристина Владимировна,Томашкова Карина Руслановна
1030,204720,Крячков Иван Витальевич,Евстратенко Виктория Петровна
1031,205153,Бураковский Тимофей Владиславович,Репинская Эльмира Эдуардовна
1032,205313,Кузьминцева Олеся Юрьевна,Примерова Ангелина Ильинична
1033,205906,Черская Алла Сергеевна,Ключенков Артем Ефимович
1034,205966,Жбанков Марсель Олегович,Бутин Георгий Робертович
1035,206169,Соснов Григорий Маратович,Быканова Тамара Тимуровна
1036,206310,Милана Людмила Викторовна,Байдиков Виталий Тимурович
1037,206344,Бадртдинов Виталий Маратович,Драгункин Глеб Ильич
1038,207344,Бухтеев Альберт Анатольевич,Балалуев Дмитрий Георгиевич
1039,207444,Муслимова Надежда Германовна,Барбарас Степан Валерьевич
1040,207582,Катышев Борис Яковлев,Габидуллин Константин Германович
1041,207618,Агаки Евгений Никитович,Гадаев Илья Анатольевич
1042,207818,Тиктинская Лидия Семеновна,Шершнева Татьяна Викторовна
1043,207973,Бирзул Артем Витальевич,Федкова Карина Семеновна
1044,208145,Урванина Алла Антоновна,Бонтуш Федор Николаевич
1045,208217,Янушко Марина Германовна,Писемцев Марсель Никитович
1046,208224,Дашковская Елизавета Станиславовна,Дуров Петр Германович
1047,208225,Шаповалова Лилия Егоровна,Станкевский Данил Робертович
1048,208403,Акинфеева Александра Руслановна,Польских Алиса Артуровна
1049,208421,Башнина Антонина Глебовна,Сергулин Егор Глебович
1050,208605,Цыруль Алла Артуровна,Дарюсин Егор Владиславович
1051,208749,Птухина Евгения Олеговна,Васиков Георгий Евгеньевич
1052,208793,Миренкова Антонина Владиславовна,Меншикова Анна Ринатовна
1053,209150,Рубаник Кристина Михаиловна,Высоких Алена Александровна
1054,209199,Сирин Владимир Аркадьевич,Солженицын Марсель Кириллович
1055,209226,Яфарова Галина Владиславовна,Шабашев Герман Германович
1056,209341,Перехватова Лариса Станиславовна,Кирдеев Игорь Радикович
1057,209375,Цылов Борис Валерьевич,Шмакова Алиса Валентиновна
1058,209413,Лыжина Людмила Денисовна,Борская Раиса Ивановна
1059,209670,Кусова Элина Геннадьевна,Балдина Ольга Михаиловна
1060,209971,Дворский Федор Олегович,Сиротинин Ярослав Ильдарович
1061,210460,Халезов Илья Владиславович,Шишмонин Владимир Семенович
1062,210479,Кондручин Данил Яковлев,Чиликин Николай Станиславович
1063,210764,Шабурова Наталья Константиновна,Плещакова Любовь Ярославовна
1064,210887,Тараторкин Юрий Русланович,Ронжина Оксана Евгеньевна
1065,211015,Сиротюк Александра Игоревна,Флоренсова Карина Андреевна
1066,211234,Юхтина Кристина Максимовна,Бурмин Роберт Михаилович
1067,211243,Порядин Марсель Витальевич,Лягачев Анатолий Геннадьевич
1068,211245,Кухтина Ангелина Тимуровна,Хаврунова Лариса Витальевна
1069,211253,Санютина Гульнара Аркадьевна,Шалыгин Альберт Денисович
1070,211283,Катрина Ксения Альбертовна,Шувакин Федор Федорович
1071,211333,Рыбакин Владимир Николаевич,Анисичкина Марина Евгеньевна
1072,211451,Витенева Валентина Романовна,Баламутова Элина Андреевна
1073,211603,Почечуева Альбина Робертовна,Кирюкина Кира Руслановна
1074,211873,Вучетич Римма Рамилевна,Телятникова Анжелика Глебовна
1075,211888,Черюканов Ильдар Александрович,Яшенькин Станислав Марселевич
1076,212127,Кичеева Людмила Андреевна,Ерченко Маргарита Олеговна
1077,212193,Шагалович Эльвира Максимовна,Погорельцев Петр Владимирович
1078,212279,Кабаева Яна Олеговна,Делюсина Ирина Георгиевна
1079,212364,Белораменская Альбина Александровна,Хавский Дмитрий Рамилевич
1080,212444,Шабаршина Виктория Рамилевна,Киселевский Георгий Артемович
1081,212450,Авеян Артур Ильдарович,Анчаров Радик Борисович
1082,212561,Шумина Александра Яковлевна,Честнова Елена Владимировна
1083,212683,Барютина Алла Робертовна,Абдирова Алина Робертовна
1084,212799,Марусич Игорь Романович,Овинников Анатолий Игоревич
1085,212836,Девкин Александр Ефимович,Ерыкалов Никита Филиппович
1086,212853,Зленко Жанна Валерьевна,Айдаева Елена Станиславовна
1087,213185,Бодренкова Маргарита Федоровна,Коненков Евгений Артурович
1088,213234,Варвулева Эльмира Николаевна,Глинин Тимофей Тимурович
1089,213878,Кировский Ильдар Иванович,Бастраков Петр Вадимович
1090,213902,Симочков Георгий Артемович,Арбачакова Алла Евгеньевна
1091,213906,Калыничева Ангелина Кирилловна,Урманцов Дамир Григорьевич
1092,213942,Вячеславлева Валентина Артуровна,Гуцериева Екатерина Марселевна
1093,214373,Сенюк Рамиль Робертович,Коптилович Марина Станиславовна
1094,214677,Ракитина Наталья Валерьевна,Дудко Лилия Андреевна
1095,214876,Лоторова Раиса Рамилевна,Андрюшкин Артур Борисович
1096,214892,Ражев Владислав Иванович,Жебелева Лидия Васильевна
1097,215094,Бузовкин Александр Евгеньевич,Бурикова Диана Глебовна
1098,216028,Белоусько Вадим Федорович,Савеличев Станислав Вадимович
1099,216502,Колесниченко Леонид Алексеевич,Шмонина Наталья Олеговна
1100,216630,Мануилов Константин Сергеевич,Шабаршина Ольга Радиковна
1101,216733,Матеулин Олег Алексеевич,Гольцов Петр Александрович
1102,217226,Долгирев Юрий Маратович,Беккер Ринат Эдуардович
1103,217276,Рублевский Егор Глебович,Горожанин Павел Петрович
1104,217557,Родыгина Эльмира Константиновна,Ишмаков Павел Александрович
1105,217687,Тодышев Василий Радикович,Болозин Петр Борисович
1106,217729,Кузмиченко Эдуард Павлович,Плохова Эльвира Максимовна
1107,217934,Касеинов Анатолий Иванович,Барбов Павел Витальевич
1108,218303,Мазитов Виталий Петрович,Зарвина Анна Руслановна
1109,218462,Шолохов Игорь Робертович,Двигубская Валентина Геннадьевна
1110,218527,Кадышев Антон Артемович,Лазуренко Валерия Викторовна
1111,219354,Марусова Анастасия Тимуровна,Бенедиктов Ильдар Ильдарович
1112,219553,Расстригина Елена Юрьевна,Зезюлина Мария Марселевна
1113,219663,Кальницкая Светлана Степановна,Булатов Денис Маратович
1114,219743,Мартышко Лариса Артуровна,Яковенко Геннадий Марселевич
1115,219911,Голубушкин Михаил Владимирович,Батаков Станислав Русланович
1116,219928,Бережной Кирилл Маратович,Клементовская Инна Кирилловна
1117,220152,Горовикова Яна Олеговна,Янкович Ярослав Тимурович
1118,220242,Лунякова Алена Радиковна,Погонкина Наталья Дамировна
1119,220653,Савостьянова Лариса Станиславовна,Архипычев Василий Семенович
1120,220695,Перская Людмила Степановна,Ерошкин Герман Марселевич
1121,220840,Загурская Жанна Ильдаровна,Косикова Анастасия Вадимовна
1122,220935,Умрихина Ольга Витальевна,Мавродиев Егор Васильевич
1123,221027,Мингалеева Светлана Константиновна,Алимских Рамиль Артемович
1124,221825,Адельфинская Людмила Юрьевна,Филипских Анна Степановна
1125,222239,Коротин Дамир Германович,Болозин Дамир Филиппович
1126,222587,Толстокулакова Гульнара Борисовна,Напреенков Георгий Максимович
1127,222670,Корженко Ангелина Денисовна,Баля Елизавета Григорьевна
1128,222730,Рубинский Александр Дмитриевич,Хаперскова Эльвира Филипповна
1129,222966,Скочилова Виктория Германовна,Важенина Альбина Петровна
1130,223065,Деточкина Жанна Германовна,Абрамская Карина Маратовна
1131,223200,Санчирова Ирина Ильдаровна,Шемелин Эдуард Марселевич
1132,223284,Заботин Дмитрий Александрович,Алтынбекова Яна Вадимовна
1133,223389,Некипелова Валентина Кирилловна,Дашковская Татьяна Витальевна
1134,223587,Голов Федор Михаилович,Шульпин Егор Данилович
1135,223698,Евсютина Эльмира Ильинична,Сегалович Дарья Юрьевна
1136,223739,Маринич Людмила Альбертовна,Бондюгов Евгений Владиславович
1137,223864,Городничев Марат Максимович,Грибоедов Аркадий Марселевич
1138,223881,Маскинсков Ярослав Юрьевич,Дияров Тимофей Артемович
1139,224096,Сенекина Эльмира Сергеевна,Черняховский Федор Ярославович
1140,224099,Горькова Виктория Игоревна,Судакевич Роберт Никитович
1141,224475,Шавкунина Инна Эдуардовна,Сарсенова Эльвира Степановна
1142,224711,Башнина Антонина Глебовна,Аргентовская Евгения Евгеньевна
1143,224816,Пескин Олег Егорович,Билалов Вячеслав Станиславович
1144,225320,Ахромеева Алина Ивановна,Вохменцев Владимир Владиславович
1145,225492,Счастнова Анжелика Ильинична,Курзенкова Галина Александровна
1146,225603,Климычева Кира Филипповна,Лев Альберт Константинович
1147,225829,Долбилкина Виктория Михаиловна,Дергачева Вероника Глебовна
1148,225993,Холодковский Рамиль Игоревич,Реука Виктория Владиславовна
1149,226100,Соина Полина Григорьевна,Батирова Алена Тимуровна
1150,226187,Федяшкина Наталья Васильевна,Ржавитин Денис Григорьевич
1151,226242,Емельянович Андрей Андреевич,Ращупкин Ян Викторович
1152,226256,Арциховский Ильдар Егорович,Андерсон Сергей Данилович
1153,226487,Елец Артем Викторович,Геликонская Мария Руслановна
1154,226780,Ботвинов Эдуард Иванович,Аленушкин Кирилл Рамилевич
1155,226804,Бажан Николай Андреевич,Коротенко Елена Викторовна
1156,226886,Муравьев Вадим Дмитриевич,Сорнева Любовь Евгеньевна
1157,226959,Бабочкин Вадим Евгеньевич,Фильчикова Ольга Викторовна
1158,227241,Печальнов Петр Александрович,Прокопюк Сергей Геннадьевич
1159,227424,Власьевский Илья Васильевич,Гарасина Эльмира Владиславовна
1160,227543,Новая Римма Николаевна,Болховитина Виктория Эдуардовна
1161,227741,Загороднев Владислав Антонович,Инкина Эльмира Яновна
1162,227802,Голубинин Михаил Альбертович,Трешкова Лидия Вадимовна
1163,228476,Фиалко Эльвира Константиновна,Гридунов Анатолий Артемович
1164,229097,Вельяминов Альберт Степанович,Обичкин Тимофей Михаилович
1165,229645,Глубоковсих Олег Николаевич,Гребенцова Алиса Дмитриевна
1166,229886,Алдошина Ксения Григорьевна,Файвиш Артур Артемович
1167,229895,Земская Марина Андреевна,Шагаев Герман Марселевич
1168,229982,Ванторина Юлия Сергеевна,Драева Карина Вадимовна
1169,230091,Колпакова Жанна Константиновна,Одноралов Альберт Петрович
1170,230222,Недбаев Вячеслав Кириллович,Драчевский Сергей Филиппович
1171,230286,Гидаспов Георгий Максимович,Анджиевский Никита Валентинович
1172,230390,Филиппчикова Яна Владимировна,Крутилин Николай Леонидович
1173,230478,Носова Антонина Валентиновна,Тихончук Виктор Янович
1174,230565,Мурысева Кира Маратовна,Беркетов Ян Радикович
1175,231113,Тараторин Ильдар Федорович,Раупова Юлия Никитовна
1176,231182,Сургучев Яков Ярославович,Пядышева Алена Робертовна
1177,231310,Кирилов Руслан Алексеевич,Мордашев Руслан Григорьевич
1178,231547,Никодимова Раиса Артуровна,Синеок Владимир Витальевич
1179,231801,Горышин Алексей Витальевич,Козлокова Светлана Викторовна
1180,231964,Борисяк Артур Вячеславович,Николин Валентин Тимофеевич
1181,232305,Раденко Егор Радикович,Терпугов Сергей Викторович
1182,232417,Горний Семен Юрьевич,Прозорова Эльвира Дамировна
1183,233122,Бовыкин Семен Тимофеевич,Тарасик Михаил Вадимович
1184,233327,Хомутникова Карина Алексеевна,Тураева Алена Ринатовна
1185,233619,Трубкин Виталий Семенович,Старостина Любовь Альбертовна
1186,233932,Лисица Артем Михаилович,Довгань Елена Валентиновна
1187,234027,Вечканов Евгений Робертович,Буганов Аркадий Валентинович
1188,234104,Москалев Михаил Михаилович,Фицхелауров Вадим Александрович
1189,234441,Ордашев Марат Романович,Гамзина Раиса Павловна
1190,234442,Костецкая Кира Валерьевна,Евстифоров Артур Германович
1191,234604,Гамидов Александр Иванович,Гераклидов Альберт Робертович
1192,234794,Мещанинов Ильдар Глебович,Виницкая Антонина Олеговна
1193,235251,Полухин Радик Альбертович,Телепнева Татьяна Яковлевна
1194,235400,Бродягина Яна Ивановна,Пимашин Аркадий Вячеславович
1195,235764,Бутерус Тимофей Аркадьевич,Галичева Любовь Никитовна
1196,235818,Дергачев Николай Георгиевич,Шилобреев Игорь Эдуардович
1197,235846,Карконосова Инна Артуровна,Способин Роман Антонович
1198,235888,Магеря Оксана Ивановна,Замотаева Алена Анатольевна
1199,236293,Валенко Алиса Вадимовна,Андон Ринат Маратович
1200,236381,Маргиев Григорий Вадимович,Зайцев Василий Валерьевич
1201,237072,Лановой Яков Олегович,Шабунов Андрей Ильич
1202,237078,Дорофанова Наталья Леонидовна,Самусенко Людмила Дмитриевна
1203,237823,Аверкиева Анастасия Егоровна,Гасымов Вадим Аркадьевич
1204,238019,Вишнякова Эльмира Эдуардовна,Силин Олег Данилович
1205,238299,Кузярина Алиса Вадимовна,Мешков Антон Владимирович
1206,238305,Попадина Тамара Олеговна,Строгова Раиса Тимофеевна
1207,238314,Лизюкова Анна Робертовна,Бурашникова Тамара Петровна
1208,239181,Хусейнова Маргарита Федоровна,Щепеткова Жанна Владиславовна
1209,239735,Простякова Людмила Ярославовна,Приблова Лидия Рамилевна
1210,239853,Подсобляев Денис Игоревич,Титовская Алла Дмитриевна
1211,239918,Злобчева Диана Егоровна,Подлесных Альбина Вячеславовна
1212,239985,Жегалов Виталий Эдуардович,Ганушкин Константин Владимирович
1213,240008,Шевелькова Эльвира Ильдаровна,Розина Ольга Семеновна
1214,240423,Салтырев Олег Владиславович,Живодерова Элина Альбертовна
1215,240698,Христолюбская Раиса Филипповна,Туменова Маргарита Витальевна
